,tweet,likes,date
231,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 09:26:58
232,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 09:15:16
233,RT @calciocarl: If only they could form a European Super League to bail them out.,0,2021-07-26 09:14:14
234,If only they could form a European Super League to bail them out. https://t.co/SZbAVYgJlI,24,2021-07-26 09:12:54
235,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 09:06:29
236,Had infinitely more energy trying to take down the European Super League. But that’s to be expected from a “man” wh… https://t.co/3mDtV0I03H,0,2021-07-26 08:59:41
237,@talkSPORT Although he has signed high profile players  but at the time when we needed the right players at the rig… https://t.co/CCZIibnwSW,0,2021-07-26 08:59:05
238,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:58:33
239,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:58:05
240,RT @kjsceskream: European football mourns as Europe's top 12 leading football clubs have agreed to join the European Super League. Accordin…,0,2021-07-26 08:53:42
241,"RT @JamesTWakefield: @UpNorthProds @ShrimpsOfficial @EFL @ColinMurray “Morecambe are, quite simply, everything a European Super League isn’…",0,2021-07-26 08:51:50
242,It's hilarious English clubs jumped into bed with these lot (and other skint Spanish and Italian clubs) for the Eur… https://t.co/rXU93amlMM,0,2021-07-26 08:48:32
243,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 08:46:02
244,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:45:20
245,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:43:28
246,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 08:39:26
247,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 08:39:08
248,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 08:37:09
249,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 08:31:09
250,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:30:26
251,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 08:30:07
252,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 08:18:01
253,"RT @RINDUNENEKK: Gabottt
#BatalkanPemindahanIbuKota Anies European Super League https://t.co/r7bAfhz415",0,2021-07-26 08:09:05
254,@RacingTV @GrantTuerRacing @MusselburghRace @_tomstanley_ Thought @_tomstanley_ was top drawer there too as don’t t… https://t.co/zJsuPzTv4u,2,2021-07-26 08:08:38
255,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 08:08:04
256,"@UpNorthProds @ShrimpsOfficial @EFL @ColinMurray “Morecambe are, quite simply, everything a European Super League i… https://t.co/pcBbBhzsyX",9,2021-07-26 08:01:39
257,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 07:59:37
258,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 07:56:23
259,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 07:53:15
260,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 07:53:04
261,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 07:50:11
262,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 07:40:00
263,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 07:30:25
264,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 07:30:21
265,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 07:03:11
266,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:59:31
267,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:53:13
268,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 06:53:13
269,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:49:14
270,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:48:56
271,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:48:09
272,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:42:33
273,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:40:44
274,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:39:10
275,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:38:16
276,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 06:38:06
277,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:37:28
278,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:35:11
279,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:35:10
280,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:33:27
281,"RT @SwissRamble: The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League, espec…",0,2021-07-26 06:32:01
282,"RT @SwissRamble: Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of the “Eur…",0,2021-07-26 06:30:52
283,"@JackPittBrooke The hundred has new teams, different rules and was on free to air tv. The European super league was… https://t.co/AUFMDS3IRh",1,2021-07-26 06:26:18
284,The daunting #FCBarcelona financial challenges help explain why they wanted to be part of the European Super League… https://t.co/Xq80CMSQ9T,129,2021-07-26 06:24:50
285,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 06:17:04
286,"@Everton__Rose Don't knock it, it's more exclusive than the European Super League, with exactly as much legitimacy… https://t.co/Z06MjiVvAc",0,2021-07-26 06:14:05
287,"Furthermore, #FCBarcelona revenue dropped €126m (15%) in 2020 , the second highest reduction in absolute terms of t… https://t.co/SgCsfJYnMI",226,2021-07-26 06:11:33
288,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:50:16
289,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:45:43
290,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:44:05
291,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:37:00
292,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:32:18
293,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 05:11:33
294,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 04:52:25
295,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 04:11:38
296,RT @SkySportsNews: Manchester United fans gathered in their thousands outside Old Trafford on Saturday to protest over the club's involveme…,0,2021-07-26 04:08:56
297,"European Super League 

Meet 🤝

College Sports",2,2021-07-26 03:22:48
298,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 01:18:00
299,"RT @MSHopkins4: Just announced, that you can't attend any Premier League football matches, if you haven't had the 'shots' by October! Now A…",0,2021-07-26 01:14:45
