,tweet,likes,date_posted
169,"To @OliverDowden our Takeover 
We were in London Friday you were not there 15 months of waiting PART 2 you still sa… https://t.co/tCR0InkCNF",17,2021-07-17 07:01:28
170,"RT @stevetibbett: new podcast out today on the campaign to stop #europeansuperleague with @LFC @JoeblottJoe 
https://t.co/iNU9JthbIx",0,2021-07-16 13:35:22
171,RT @Anthony04201636: @theMadridZone @elconfidencial If this is Uefa's strategy to tarnish the image of Florentino Perez then it won't work.…,0,2021-07-16 10:12:15
172,"RT @stevetibbett: new podcast out today on the campaign to stop #europeansuperleague with @LFC @JoeblottJoe 
https://t.co/iNU9JthbIx",0,2021-07-16 08:50:34
173,@theMadridZone @elconfidencial If this is Uefa's strategy to tarnish the image of Florentino Perez then it won't wo… https://t.co/79uW6OIuff,9,2021-07-16 07:59:43
174,Italy makes bid to host 2028 european cup or 2030 world cup.. #europeansuperleague #worldcup #fifa #FIFA21… https://t.co/YX7j8txVfD,0,2021-07-16 06:53:27
175,RT @europeangreens: Feeling betrayed by your favourite team after the #EuropeanSuperLeague fiasco? Why not pick a new favourite in a differ…,0,2021-07-15 20:31:16
176,RT @jake_pugh: #europeansuperleague What business is it of govt interfering in when a group of individuals and companies contemplate a lawf…,0,2021-07-15 19:44:32
177,"Israel is not Jewish, Israel is Zionist #movement  of hegemony to drainage #treasures of #Easter  part of #world 4… https://t.co/u3xvkYUM8A",1,2021-07-15 13:19:17
178,"new podcast out today on the campaign to stop #europeansuperleague with @LFC @JoeblottJoe 
https://t.co/iNU9JthbIx",3,2021-07-15 08:37:40
179,"Out of curiosity, aren’t Real Madrid, Barcelona &amp; Juve still all for the European Super League? 

Sounds like anoth… https://t.co/jrNkNCJMTp",0,2021-07-15 07:14:18
180,RT @PaulGallant11: Not Amateur leadership no Peter no #europeansuperleague came out of nowhere if you remember Boris fighting the Virus he…,0,2021-07-14 20:52:07
181,Not Amateur leadership no Peter no #europeansuperleague came out of nowhere if you remember Boris fighting the Viru… https://t.co/C75J3DIjpH,1,2021-07-14 19:02:21
182,Johnson tried to take credit for ending the #EuropeanSuperLeague again today. Charlatan.,0,2021-07-14 15:26:26
183,"RT @theMadridZon: 🚨Nepal's PM, KP Sharma Oli has clarified that they will do everything in their power to stop the European Super League go…",0,2021-07-13 16:34:27
184,"RT @theMadridZon: 🚨Nepal's PM, KP Sharma Oli has clarified that they will do everything in their power to stop the European Super League go…",0,2021-07-13 16:33:31
185,Real’s #Perez says he’s #victim of #plot as #Raul and #Casillas #quotes appear – https://t.co/itAX5BWF3W #europeansuperleague,0,2021-07-13 15:14:26
186,People who love their club  should support superleague because uefa is a mafia. there is nothing poor or rich this… https://t.co/skI5Er88XR,0,2021-07-13 12:22:17
187,RT @LateStageTrib: Sinan Schwarting (@Sir_Writes_aLot) on the recent #EuropeanSuperLeague debacle &amp; why its demise was good for everyone wh…,0,2021-07-12 22:40:10
188,RT @LateStageTrib: Sinan Schwarting (@Sir_Writes_aLot) on the recent #EuropeanSuperLeague debacle &amp; why its demise was good for everyone wh…,0,2021-07-12 22:39:26
