,tweet,likes,date_posted,id
252,So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and t… https://t.co/BDSkW3TnfS,43,2021-07-09 13:03:58,1413484072123260941
253,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 21:29:41,1413248949968936962
254,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 20:30:45,1413234118121377795
255,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 19:50:51,1413224078773731330
256,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 16:06:34,1413167635861233666
257,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 16:04:27,1413167101410480132
258,Looking forward to @GNev2 and @Carra23 rant on this considering football should be available to all. How dare the r… https://t.co/397xZcOzDe,1,2021-07-08 14:58:26,1413150488673984520
259,"Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukrai… https://t.co/Iy1P4Xjxeu",14,2021-07-08 09:15:17,1413064135353450500
260,"@UEFA When will you take action against this? 

You were only with the #europeansuperleague because you would money… https://t.co/0GenoppwXD",0,2021-07-08 04:34:55,1412993576795926529
261,It is now understandable why Barca and Real pushed so hard for the #europeansuperleague. Their finances seem to be in the red this summer.,0,2021-07-07 13:17:03,1412762586098065409
262,"RT @Awbmasterclass: goodbye to the beautiful game 💔💔
💔💔💔💔 I WILL ALWAYS LOVE YOU #europeansuperleague 
 https://t.co/k1hNdwMWmm",0,2021-07-07 06:09:42,1412655040901390336
263,"Hi Guys, #followme I will #followback #RT #retweet #europeansuperleague #fifa #football #juventus #KeithAndrew… https://t.co/7u29zIOBuz",0,2021-07-06 18:08:32,1412473554692571136
264,Why the #EuropeanSuperLeague will eventually happen. https://t.co/lw9M4INjwq,3,2021-07-06 14:57:49,1412425558382755854
265,"@DrJSchwedler this is the Jordanian government
#USA #USAEnemyOfPeace  #USAAWalkaway  #USABMNT  #USALLIN  #ukog… https://t.co/4eG7JZWaSY",1,2021-07-06 13:47:31,1412407866795958278
266,"Remember the #EuropeanSuperLeague kerfuffle? Well the experiment is now heading to Africa, because ""if anything fai… https://t.co/cY01OTo6lx",11,2021-07-06 12:26:48,1412387554997977091
267,"@tracey_crouch Now written in 2021, when all of footballs governance wheels have fallen off - &amp; the fan led review… https://t.co/iwhEqt0XGV",0,2021-07-06 07:36:02,1412314380906205184
268,The real reason behind that #europeansuperleague bollocks. https://t.co/dzrds7xWFM,3,2021-07-06 06:17:30,1412294615101812740
269,UEFA will be ordered to compensate the three European Super League rebels with tens of millions of pounds if it att… https://t.co/mx98IraaW8,0,2021-07-06 06:09:52,1412292696941600771
270,"What an absolute JOKE! #EuropeanSuperLeague #SuperLeague #NoToSuperLeague

https://t.co/iGOLTHkL0O",0,2021-07-06 05:47:57,1412287180920262659
271,"Boom 💥💥💥
#PremierLeague 
#PremierLeagueIsCorrupt 
@premierleague 
@SkySportsPL 
@btsportfootball 
@mrjakehumphrey… https://t.co/LEIb0jS9kd",0,2021-07-05 17:29:47,1412101414298456066
272,"Rt @wef 
More is less: Solving sport’s business model problem https://t.co/kcMseeQM3C #ESL #europeansuperleague… https://t.co/dfpB6662Wg",1,2021-07-05 13:58:05,1412048137531936772
273,You are very correct Russell 14 teams outside #europeansuperleague teams we need their fans acting together for the… https://t.co/KnjO5Gpnkb,1,2021-07-05 13:41:37,1412043995308507145
274,I'm pretty sure Spurs helped set up the #europeansuperleague in order to get something like this going... https://t.co/8wSW0qam59,0,2021-07-05 08:59:34,1411973015747895298
275,"More is less: Solving sport’s business model problem https://t.co/tp2ayU7QzI #ESL #europeansuperleague #football
rt… https://t.co/igDCEShyAc",2,2021-07-04 23:29:06,1411829450807779332
276,"#footballscominghome but, we must not forget about the #EuropeanSuperLeague. The first battle from April 2021 has b… https://t.co/9H1fiQ9qW4",0,2021-07-04 17:49:45,1411744051402088451
277,"https://t.co/tgHXgmmKgi
Yes I am posting again we all have friends who support their team correct #premierleague do… https://t.co/JHo39NBmJP",1,2021-07-04 15:13:25,1411704708901781505
278,"After last nights performance, football may well be coming home and I cannot bloody wait for Wednesdays game! Today… https://t.co/rz62d8xEnr",0,2021-07-04 12:00:02,1411656041465528329
279,"A great example of the fickleness of modern football fans. It is these ""fans"" that the #EuropeanSuperLeague  will b… https://t.co/V7X3ycBK2V",0,2021-07-03 19:36:04,1411408419421102087
280,"RT @tvukzone: Sky commission #EuropeanSuperLeague documentary with exclusive access. Detalis:

https://t.co/iEhqNBhGMH",0,2021-07-03 19:30:43,1411407073674399745
281,"Sky commission #EuropeanSuperLeague documentary with exclusive access. Detalis:

https://t.co/iEhqNBhGMH",4,2021-07-03 19:30:00,1411406891654209538
282,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 18:41:42,1411394738813640711
283,"#EURO2020 let’s try predicting the 2nd semifinal. I say it will be:

UKRAINE 🇺🇦 vs. DENMARK 🇩🇰 

#Euro2021… https://t.co/SSNpmtqGFm",0,2021-07-03 16:02:57,1411354785593319428
284,"RT @caitriona_smyth: #RememberMyNoah 
His name is Noah Donohoe 
#europeansuperleague 
#NoahsArmy 

Hundreds help search North Belfast for m…",0,2021-07-03 14:27:52,1411330859513307136
285,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 13:42:25,1411319420501303299
286,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 12:50:18,1411306305919328256
287,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 11:58:57,1411293380072648708
288,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 11:53:33,1411292022330245122
289,'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: th… https://t.co/gETYw3aJh5,19,2021-07-03 11:48:23,1411290723283054597
290,"European Super League sanctions annulled by Spanish Court.

#EuropeanSuperLeague #Spain #SpanishJustice… https://t.co/H0PEOZb3iZ",0,2021-07-03 10:00:00,1411263447463915521
291,Has to be retweeted and if we all retweet more pressure on them #Corruption #collusion #Cartel #europeansuperleague… https://t.co/uHBorxCeii,1,2021-07-02 08:07:44,1410872807697883136
292,"RT @Retro_George: Today's #EuropeanSuperLeague announcement from a PR perspective. Tragically, the owners of the clubs concerned couldn't g…",0,2021-07-02 07:45:43,1410867267961769985
293,"RT @ashraf890251: Check out my Gig on Fiverr: do excel data entry, data entry, quick copy paste https://t.co/HyuZq4sp9P 
#Fiverr #fiverrsel…",0,2021-07-02 02:05:00,1410781522127462405
294,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-01 16:49:52,1410641818010755077
295,"A Spanish court ordered UEFA to cancel all legal sanctions imposed on Real Madrid, Barcelona and Juventus for plann… https://t.co/R0F0QA7Vu1",0,2021-07-01 15:58:58,1410629009851879433
